Name	cz	groupcz	logstellarmass	RA	DEC	Tel	F21	e_F21	rms	limflag	confused	F21corr	eF21corr-rand	eF21corr-sys	deconf-mode	groupid-s	groupmass-s	groupid-b	groupmass-b	dens-s	dens-corr-s	dens-b	dens-corr-b	dist-s	f_dist-s	dist-b	f_dist-b
rf0078	5573.3	5573.3	9.39	15.72456	-0.31966	GBT	0.06	0.0	0.59	1	0	0.0	0.0	0.0	0	10035	11.29	20036	11.08	11.58	11.58	11.54	11.54	1.11	0	1.16	0
rf0080	5363.1	5363.1	10.35	15.757279999999998	-1.11085	GBT	0.38	0.0	2.88	1	0	0.0	0.0	0.0	0	10036	11.83	20037	11.72	12.94	13.14	13.01	13.2	0.59	1	0.6	1
rf0081	5146.5	5320.23	9.45	15.807979999999999	-0.71226	GBT	0.07	0.02	0.64	1	0	0.0	0.0	0.0	0	10037	11.33	20038	11.12	13.42	13.42	13.36	13.36	0.54	0	0.55	0
rf0082	5624.9	5320.23	9.69	15.831370000000001	-0.5896	GBT	0.09	0.0	0.75	1	0	0.0	0.0	0.0	0	10038	11.62	20039	11.5	11.96	11.96	11.98	11.98	0.74	0	0.73	0
rf0084	5333.0	5320.23	9.41	15.91186	-0.49082	AO	2.51	0.04	0.79	0	0	0.0	0.0	0.0	0	10038	11.62	20039	11.5	11.96	11.96	11.98	11.98	0.74	0	0.73	0
rf0085	5417.4	5320.23	9.07	15.965110000000001	-0.35865	AO	0.12	0.01	0.29	0	0	0.0	0.0	0.0	0	10038	11.62	0	0.0	11.96	11.96	0.0	0.0	0.74	0	0.0	0
rf0086	5367.1	5320.23	9.25	15.9751	-0.4407	AO	0.11	0.02	0.33	0	0	0.0	0.0	0.0	0	10038	11.62	20039	11.5	11.96	11.96	11.98	11.98	0.74	0	0.73	0
rf0087	5703.8	5661.05	10.01	16.03047	-0.96999	GBT	0.24	0.0	1.75	1	0	0.0	0.0	0.0	0	10039	13.33	20040	13.27	13.18	13.24	13.33	13.35	0.0	0	0.0	0
rf0092	5511.1	5661.05	9.91	16.0632	-1.11411	GBT	0.23	0.0	1.53	1	0	0.0	0.0	0.0	0	10039	13.33	20040	13.27	13.18	13.24	13.33	13.35	0.0	0	0.0	0
rf0093	5482.3	5661.05	10.71	16.06997	-1.07493	GBT	0.97	0.0	5.06	1	0	0.0	0.0	0.0	0	10039	13.33	20040	13.27	13.18	13.24	13.33	13.35	0.0	0	0.0	0
rf0094	5484.5	5226.82	10.87	16.07081	-0.7648	GBT	0.67	0.0	3.37	1	0	0.0	0.0	0.0	0	10039	13.33	20040	13.27	13.18	13.24	13.33	13.35	0.0	0	0.0	0
rf0095	5347.6	5320.23	8.91	16.121760000000002	-0.44073999999999997	AO	0.02	0.0	0.25	1	0	0.0	0.0	0.0	0	10038	11.62	0	0.0	11.96	11.96	0.0	0.0	0.74	0	0.0	0
rf0096	5772.7	5661.05	9.55	16.161360000000002	-0.89099	AO	0.05	0.0	0.42	1	0	0.0	0.0	0.0	0	10039	13.33	20040	13.27	13.18	13.24	13.33	13.35	0.0	0	0.0	0
rf0097	5229.1	5226.82	10.89	16.170279999999998	-0.8026300000000001	GBT	0.89	0.0	4.93	1	0	0.0	0.0	0.0	0	10039	13.33	20040	13.27	13.18	13.24	13.33	13.35	0.0	0	0.0	0
rf0098	5835.4	5661.05	10.17	16.17313	-0.95573	GBT	1.18	0.1	1.76	0	1	1.25	0.13	0.25	2	10039	13.33	20040	13.27	13.18	13.24	13.33	13.35	0.0	0	0.0	0
rf0099	5910.5	5910.5	8.85	16.216279999999998	-0.64781	GBT	1.67	0.1	1.69	0	0	0.0	0.0	0.0	0	0	0.0	20041	11.22	0.0	0.0	13.33	13.33	0.0	0	0.53	0
rf0100	5144.5	5226.82	9.09	16.236629999999998	-0.906	AO	0.03	0.0	0.34	1	0	0.0	0.0	0.0	0	10039	13.33	0	0.0	13.18	13.24	0.0	0.0	0.0	0	0.0	0
rf0102	6041.9	6041.9	8.43	16.32839	-0.46093	GBT	1.49	0.08	1.95	0	0	0.0	0.0	0.0	0	0	0.0	20042	11.18	0.0	0.0	12.98	12.98	0.0	0	0.91	0
rf0103	5425.3	5425.3	9.07	16.37271	-0.34443	AO	0.15	0.02	0.39	0	0	0.0	0.0	0.0	0	10040	11.18	0	0.0	12.31	12.31	0.0	0.0	0.95	0	0.0	0
rf0106	5308.2	5308.2	9.03	16.52967	0.7763	ALFALFA	2.04	0.07	2.91	0	0	0.0	0.0	0.0	0	10041	11.15	20043	11.23	11.77	11.88	11.71	11.82	1.04	0	1.11	0
rf0109	5564.3	5564.3	9.35	16.63974	-0.13363	ALFALFA	1.87	0.11	2.81	0	0	0.0	0.0	0.0	0	10042	11.28	20044	11.29	11.85	11.85	11.84	11.84	1.45	0	1.54	0
rf0111	5328.4	5365.07	8.91	16.71248	-0.57038	AO	0.31	0.03	0.81	0	0	0.0	0.0	0.0	0	10043	12.22	0	0.0	12.9	12.91	0.0	0.0	0.0	0	0.0	0
rf0113	5427.9	5365.07	10.69	16.78836	-0.62158	GBT	0.2	0.0	1.25	1	0	0.0	0.0	0.0	0	10043	12.22	20045	12.12	12.9	12.91	11.87	11.87	0.0	0	0.0	0
rf0571	5501.3	5510.44	8.99	16.82763	0.93425	AO	0.02	0.0	0.21	0	1	0.02	0.0	0.02	1	10044	12.39	0	0.0	11.77	11.92	0.0	0.0	0.0	0	0.0	0
rf0114	5473.8	5510.44	10.79	16.84415	0.926	AO	0.17	0.0	1.04	1	0	0.0	0.0	0.0	0	10044	12.39	20046	12.32	11.77	11.92	11.71	11.86	0.0	0	0.0	0
rf0115	5671.7	5510.44	9.65	16.84763	0.8927700000000001	AO	0.05	0.0	0.33	1	0	0.0	0.0	0.0	0	10044	12.39	20046	12.32	11.77	11.92	11.71	11.86	0.0	0	0.0	0
rf0116	5426.6	5510.44	9.49	16.881439999999998	0.8898	AO	0.05	0.0	0.62	1	0	0.0	0.0	0.0	0	10044	12.39	20046	12.32	11.77	11.92	11.71	11.86	0.0	0	0.0	0
rf0118	5879.2	5879.2	8.27	17.014470000000003	1.1454600000000001	ALFALFA	0.96	0.09	2.91	0	0	0.0	0.0	0.0	0	0	0.0	20046	12.32	0.0	0.0	11.71	11.86	0.0	0	0.0	0
rf0122	5610.2	5610.2	8.25	17.38504	-0.34392	GBT	1.7	0.05	1.15	0	0	0.0	0.0	0.0	0	0	0.0	20047	11.17	0.0	0.0	11.66	11.66	0.0	0	1.29	0
rf0124	5792.8	5792.8	10.43	17.50499	0.41185	GBT	0.31	0.0	1.9	1	0	0.0	0.0	0.0	0	10045	11.88	20048	11.79	11.75	11.75	11.72	11.72	1.48	1	1.68	1
rf0125	5579.7	5579.7	10.25	17.6595	-0.27793	GBT	0.96	0.07	1.11	0	0	0.0	0.0	0.0	0	10046	11.76	20049	11.67	13.25	13.25	12.14	12.14	0.73	0	0.83	0
rf0126	5396.4	5396.4	9.83	17.71189	0.19824	ALFALFA	3.31	0.11	3.14	0	0	0.0	0.0	0.0	0	10047	11.5	20050	11.51	12.15	12.15	12.12	12.12	0.97	0	1.09	0
rf0127	5755.2	5755.2	9.63	17.747239999999998	0.4337	ALFALFA	1.54	0.2	4.18	0	0	0.0	0.0	0.0	0	10048	11.39	20051	11.35	12.13	12.13	12.11	12.11	1.29	1	1.46	1
rf0128	5420.5	5420.5	9.05	17.8157	-0.45569	GBT	2.13	0.11	2.42	0	0	0.0	0.0	0.0	0	10049	11.16	20052	11.26	11.24	11.54	13.38	13.38	0.52	0	0.6	0
rf0129	4642.9	4642.9	9.39	17.89811	0.46234	S05-AO	2.17	0.15	0.83	0	0	0.0	0.0	0.0	0	10050	11.29	20053	11.24	10.54	11.03	10.31	10.65	13.82	1	14.35	1
rf0130	5455.3	5620.7	10.27	17.944020000000002	-0.66425	GBT	0.29	0.0	1.93	1	0	0.0	0.0	0.0	0	10051	12.14	20054	12.04	12.99	13.0	13.29	13.29	0.0	0	0.0	0
rf0131	5771.4	5620.7	8.99	17.95961	-0.6196699999999999	AO	0.05	0.0	0.45	1	0	0.0	0.0	0.0	0	10051	12.14	0	0.0	12.99	13.0	0.0	0.0	0.0	0	0.0	0
rf0132	5635.4	5620.7	10.19	17.963820000000002	-0.63029	AO	0.42	0.05	0.71	0	0	0.0	0.0	0.0	0	10051	12.14	20054	12.04	12.99	13.0	13.29	13.29	0.0	0	0.0	0
rf0133	5568.0	5402.83	10.45	18.03606	-0.41012	AO	2.56	0.08	1.32	0	0	0.0	0.0	0.0	0	10052	13.43	20055	13.23	13.53	13.53	13.39	13.39	0.0	0	0.0	0
rf0134	5832.5	5832.5	9.51	18.14126	0.29369	ALFALFA	3.36	0.35	8.36	0	0	0.0	0.0	0.0	0	10053	11.34	20056	11.46	11.66	11.66	12.86	12.86	0.94	0	1.05	0
rf0135	5451.7	5402.83	9.11	18.14881	-0.41462	GBT	0.98	0.06	1.04	0	1	0.2	0.02	0.07	1	10052	13.43	0	0.0	13.53	13.53	0.0	0.0	0.0	0	0.0	0
rf0138	5375.0	5402.83	10.97	18.20249	-0.29011	GBT	0.92	0.09	1.48	0	1	0.69	0.09	0.21	1	10052	13.43	20055	13.23	13.53	13.53	13.39	13.39	0.0	0	0.0	0
rf0139	5730.7	5730.7	10.71	18.2393	-0.34489000000000003	GBT	1.0	0.0	5.03	1	0	0.0	0.0	0.0	0	10052	13.43	20057	12.24	13.53	13.53	13.48	13.48	0.0	0	0.0	0
rf0140	5418.0	5402.83	11.07	18.24981	-0.25240999999999997	GBT	0.6	0.0	3.44	1	0	0.0	0.0	0.0	0	10052	13.43	20055	13.23	13.53	13.53	13.39	13.39	0.0	0	0.0	0
rf0144	5264.1	5264.1	10.53	18.4244	-0.10260999999999999	GBT	0.63	0.0	3.55	1	0	0.0	0.0	0.0	0	10054	11.99	20058	11.92	13.65	13.65	12.79	12.79	0.46	0	0.53	0
rf0579	7152.1	7152.1	8.89	18.44162	0.94563	ALFALFA	0.48	0.14	3.0	0	0	0.0	0.0	0.0	0	0	0.0	20059	11.08	0.0	0.0	9.1	9.93	0.0	0	41.3	1
rf0145	5493.9	5493.9	9.69	18.555629999999997	-0.28392	GBT	0.43	0.03	0.74	0	0	0.0	0.0	0.0	0	10055	11.42	20060	11.28	12.5	12.5	12.39	12.39	0.54	0	0.64	0
rf0147	4738.4	4738.2	9.91	18.65587	1.18173	S05-AO	1.29	0.2	2.23	0	0	0.0	0.0	0.0	0	10056	11.77	20061	11.77	10.45	10.78	11.07	11.34	12.73	1	13.45	1
rf0148	5782.7	5782.7	10.97	18.66112	-1.02044	GBT	1.0	0.0	4.8	1	0	0.0	0.0	0.0	0	10057	12.69	20062	12.62	12.04	12.24	12.24	12.41	0.0	0	0.0	0
rf0149	5499.6	5373.6	10.03	18.69294	-0.0010199999999999999	GBT	0.19	0.0	1.42	1	0	0.0	0.0	0.0	0	10058	11.6	20063	11.47	12.5	12.5	12.39	12.39	0.86	0	1.01	0
rf0150	4738.0	4738.2	10.01	18.697110000000002	1.1212799999999998	ALFALFA	3.39	0.12	2.8	0	0	0.0	0.0	0.0	0	10056	11.77	20061	11.77	10.45	10.78	11.07	11.34	12.73	1	13.45	1
rf0151	5780.8	5806.85	8.87	18.79555	-1.15046	AO	0.28	0.03	0.64	0	0	0.0	0.0	0.0	0	10057	12.69	0	0.0	12.04	12.24	0.0	0.0	0.0	0	0.0	0
rf0152	5832.9	5806.85	8.97	18.81717	-1.1000299999999998	AO	0.38	0.02	0.43	0	0	0.0	0.0	0.0	0	10057	12.69	0	0.0	12.04	12.24	0.0	0.0	0.0	0	0.0	0
rf0153	5314.6	5314.6	9.39	18.84269	-0.15842	AO	0.04	0.0	0.54	1	0	0.0	0.0	0.0	0	10059	11.29	20064	11.08	12.27	12.27	12.17	12.17	0.93	0	1.1	0
rf0154	5652.3	5652.3	8.93	18.90389	-0.95294	GBT	0.22	0.02	0.62	0	0	0.0	0.0	0.0	0	10057	12.69	0	0.0	12.04	12.24	0.0	0.0	0.0	0	0.0	0
rf0155	5188.9	5188.9	8.83	19.149929999999998	1.2022700000000002	ALFALFA	1.19	0.09	3.09	0	0	0.0	0.0	0.0	0	0	0.0	20065	11.11	0.0	0.0	11.05	11.33	0.0	0	2.78	1
rf0156	5787.6	5787.6	9.31	19.22361	0.15320999999999999	ALFALFA	1.01	0.11	3.09	0	0	0.0	0.0	0.0	0	10060	11.26	20066	11.2	11.68	11.68	11.57	11.57	1.7	1	1.99	1
rf0158	5359.1	5359.1	10.11	19.687	-0.9062	GBT	1.64	0.13	2.46	0	0	0.0	0.0	0.0	0	10061	11.66	20067	11.58	12.28	12.41	12.09	12.24	2.09	1	2.19	1
rf0160	5325.8	5316.3	9.55	19.76891	-0.13844	S05-AO	2.65	0.32	1.48	0	1	1.6	0.08	0.86	1	10062	11.7	20068	11.61	12.2	12.2	12.13	12.13	1.91	0	2.0	0
rf0161	5306.8	5316.3	10.01	19.82096	-0.11367999999999999	AO	0.19	0.0	1.21	1	0	0.0	0.0	0.0	0	10062	11.7	20068	11.61	12.2	12.2	12.13	12.13	1.91	0	2.0	0
rf0163	4492.5	4492.5	8.55	19.9947	0.72229	ALFALFA	1.25	0.08	2.85	0	0	0.0	0.0	0.0	0	0	0.0	20330	11.01	0.0	0.0	10.74	10.93	0.0	0	10.59	1
rf0164	5676.8	5676.8	9.95	20.03257	0.07706	ALFALFA	1.26	0.1	2.38	0	0	0.0	0.0	0.0	0	10063	11.55	20069	11.46	11.99	11.99	12.05	12.05	2.08	0	2.18	0
rf0166	5320.5	5320.5	10.89	20.319470000000003	-0.54433	GBT	1.63	0.16	5.11	0	0	0.0	0.0	0.0	0	10064	12.46	20070	12.4	12.19	12.19	12.11	12.11	0.0	0	0.0	0
rf0167	5890.9	5890.9	9.63	20.452189999999998	0.9432200000000001	AO	0.07	0.0	0.5	1	0	0.0	0.0	0.0	0	10065	11.37	20071	11.18	11.42	11.58	11.18	11.34	3.9	1	4.55	1
rf0168	5258.9	5257.35	9.17	20.58786	-0.48612	GBT	0.07	0.0	0.55	1	0	0.0	0.0	0.0	0	10066	11.41	0	0.0	12.03	12.03	0.0	0.0	0.93	0	0.0	0
rf0169	6032.2	6032.2	8.83	20.66376	-0.0965	ALFALFA	1.05	0.08	2.68	0	0	0.0	0.0	0.0	0	0	0.0	20072	11.14	0.0	0.0	11.35	11.35	0.0	0	4.97	1
rf0170	5427.4	5427.4	9.89	20.66762	0.72125	GBT	0.14	0.0	0.9	1	0	0.0	0.0	0.0	0	10067	11.66	20073	11.53	12.11	12.11	11.74	11.74	3.82	1	4.1	1
rf0171	5255.8	5257.35	9.45	20.69184	-0.42639	GBT	0.17	0.04	1.41	1	0	0.0	0.0	0.0	0	10066	11.41	20074	11.13	12.03	12.03	11.97	11.97	0.93	0	1.15	0
rf0173	5350.0	5350.0	9.71	20.854960000000002	0.75535	GBT	0.16	0.0	1.17	1	0	0.0	0.0	0.0	0	10067	11.66	20073	11.53	12.11	12.11	11.74	11.74	3.82	1	4.1	1
rf0174	5355.7	5360.06	9.33	20.872320000000002	1.2181600000000001	AO	0.13	0.01	0.26	0	1	0.11	0.01	0.1	1	10068	11.33	20336	11.05	12.11	12.36	11.2	11.49	4.22	1	4.93	1
rf0175	5381.5	5360.06	9.03	20.88036	1.18004	AO	0.35	0.02	0.42	0	1	0.33	0.01	0.29	1	10068	11.33	0	0.0	12.11	12.36	0.0	0.0	4.22	1	0.0	0
rf0176	5595.7	5595.7	9.59	20.97824	0.28236999999999995	AO	0.55	0.04	1.1	0	1	0.35	0.07	0.07	2	10069	11.39	20075	11.23	11.69	11.69	11.75	11.75	3.16	1	3.32	1
rf0178	5689.5	5689.5	10.47	21.06201	1.04894	ALFALFA	0.64	0.07	3.15	0	0	0.0	0.0	0.0	0	10070	11.92	20076	11.82	12.19	12.29	14.1	14.1	4.61	1	5.39	1
rf0180	5172.4	5172.4	9.09	21.12809	0.8345799999999999	ALFALFA	1.91	0.1	2.86	0	0	0.0	0.0	0.0	0	10071	11.18	20077	11.22	11.79	11.83	11.81	11.82	4.16	1	4.62	1
rf0181	6281.5	6281.5	8.99	21.13138	-1.17549	AO	0.2	0.02	0.54	0	0	0.0	0.0	0.0	0	10072	11.17	0	0.0	11.68	11.92	0.0	0.0	25.06	1	0.0	0
rf0182	5135.4	5441.17	9.55	21.13366	-1.19789	GBT	0.14	0.0	1.14	1	0	0.0	0.0	0.0	0	10073	12.33	20078	12.22	12.41	12.65	12.18	12.45	0.0	0	0.0	0
rf0183	4823.0	4823.0	8.11	21.20255	1.03682	ALFALFA	1.65	0.09	3.16	0	1	1.25	0.12	0.25	2	0	0.0	20345	11.02	0.0	0.0	10.93	11.14	0.0	0	4.9	1
rf0184	5375.0	5441.17	9.49	21.218970000000002	-1.23989	GBT	0.07	0.0	0.8	1	0	0.0	0.0	0.0	0	10073	12.33	20078	12.22	12.41	12.65	12.18	12.45	0.0	0	0.0	0
rf0187	5990.2	5990.2	9.03	21.31092	-1.12461	AO	0.05	0.0	0.41	1	0	0.0	0.0	0.0	0	10074	11.18	0	0.0	12.1	12.24	0.0	0.0	2.74	1	0.0	0
rf0597	5429.3	5476.95	9.03	21.34286	-0.6441600000000001	AO	0.05	0.0	0.58	1	0	0.0	0.0	0.0	0	10075	11.44	0	0.0	12.3	12.3	0.0	0.0	1.66	0	0.0	0
rf0188	5376.8	5441.17	9.89	21.34812	-1.19475	GBT	0.21	0.0	1.67	1	0	0.0	0.0	0.0	0	10073	12.33	20078	12.22	12.41	12.65	12.18	12.45	0.0	0	0.0	0
rf0189	5635.2	5441.17	9.05	21.34938	-1.08158	AO	0.06	0.0	0.65	1	0	0.0	0.0	0.0	0	10073	12.33	0	0.0	12.41	12.65	0.0	0.0	0.0	0	0.0	0
rf0190	6389.2	6389.2	9.73	21.37142	-0.05727	AO	0.37	0.05	1.3	0	0	0.0	0.0	0.0	0	10076	11.45	20079	11.3	10.92	10.92	11.03	11.03	24.97	1	27.48	1
rf0191	5524.6	5476.95	9.59	21.37407	-0.7037	GBT	0.21	0.03	0.66	0	1	0.13	0.04	0.03	1	10075	11.44	20080	11.24	12.3	12.3	12.18	12.18	1.66	0	1.83	0
rf0192	5197.8	5197.8	8.95	21.41456	0.13004000000000002	ALFALFA	3.69	0.08	2.51	0	0	0.0	0.0	0.0	0	10077	11.13	20081	11.35	11.75	11.75	11.81	11.81	2.62	0	2.81	0
rf0193	5944.9	5944.9	9.81	21.41561	1.1782299999999999	ALFALFA	3.96	0.1	3.06	0	0	0.0	0.0	0.0	0	10078	11.5	20082	11.59	11.37	11.64	11.08	11.34	5.34	1	5.72	1
rf0194	5622.5	5441.17	9.23	21.44766	-1.1784299999999999	AO	0.05	0.0	0.4	1	0	0.0	0.0	0.0	0	10073	12.33	0	0.0	12.41	12.65	0.0	0.0	0.0	0	0.0	0
rf0195	6053.2	6053.2	9.05	21.47805	-0.9878100000000001	AO	0.05	0.0	0.4	1	0	0.0	0.0	0.0	0	10079	11.17	0	0.0	12.48	12.48	0.0	0.0	2.24	1	0.0	0
rf0196	5502.2	5441.17	10.67	21.51039	-1.22539	GBT	0.52	0.0	3.4	1	0	0.0	0.0	0.0	0	10073	12.33	20078	12.22	12.41	12.65	12.18	12.45	0.0	0	0.0	0
rf0198	5389.0	5389.0	9.59	21.59901	-0.9386700000000001	GBT	0.09	0.0	0.82	1	0	0.0	0.0	0.0	0	10080	11.37	20083	11.18	12.56	12.57	12.35	12.35	0.97	0	1.4	1
rf0199	5536.8	5536.8	8.83	21.62221	0.54891	ALFALFA	0.85	0.07	3.1	0	0	0.0	0.0	0.0	0	0	0.0	20355	11.06	0.0	0.0	11.58	11.58	0.0	0	3.52	1
rf0200	5967.2	5967.2	10.21	21.64434	-1.11299	GBT	0.41	0.0	2.69	1	0	0.0	0.0	0.0	0	10081	11.74	20084	11.63	12.19	12.33	12.22	12.41	1.79	1	1.9	1
rf0201	6472.1	6472.1	9.23	21.64978	-0.87067	GBT	0.64	0.05	0.86	0	0	0.0	0.0	0.0	0	10082	11.23	20085	11.15	11.32	11.38	10.69	10.85	24.99	1	27.09	1
rf0204	6339.6	6339.6	8.75	21.69056	-0.19777	ALFALFA	1.17	0.1	3.82	0	0	0.0	0.0	0.0	0	0	0.0	20086	11.16	0.0	0.0	11.14	11.14	0.0	0	26.32	1
rf0205	4938.5	5203.56	9.97	21.70725	-0.97475	GBT	0.83	0.08	1.5	0	0	0.0	0.0	0.0	0	10084	12.1	20087	11.46	12.81	12.92	12.83	12.83	0.0	0	1.48	1
rf0206	5639.2	5639.2	9.71	21.73252	-0.015119999999999998	ALFALFA	1.28	0.08	2.26	0	0	0.0	0.0	0.0	0	10085	11.44	20088	11.37	11.91	11.91	11.61	11.61	1.97	0	2.12	0
rf0208	5431.2	5431.2	9.15	21.76484	-0.2566	AO	0.06	0.0	0.51	1	0	0.0	0.0	0.0	0	10086	11.18	0	0.0	11.95	11.95	0.0	0.0	1.44	0	0.0	0
rf0209	5392.7	5203.56	9.53	21.77605	-1.12256	GBT	0.09	0.0	0.9	1	0	0.0	0.0	0.0	0	10084	12.1	20089	11.86	12.81	12.92	12.47	12.61	0.0	0	1.19	1
rf0211	5615.5	5659.8	9.05	21.844829999999998	-0.8658100000000001	AO	0.04	0.0	0.36	1	0	0.0	0.0	0.0	0	10087	11.93	0	0.0	12.94	12.94	0.0	0.0	0.92	0	0.0	0
rf0212	5157.9	5203.56	9.37	21.89828	-0.98864	AO	0.06	0.0	0.59	1	0	0.0	0.0	0.0	0	10084	12.1	20089	11.86	12.81	12.92	12.47	12.61	0.0	0	1.19	1
rf0213	4529.4	4529.4	10.23	21.89799	-1.1037700000000001	GBT	1.03	0.0	5.76	1	0	0.0	0.0	0.0	0	10083	11.88	20090	11.76	11.46	11.71	11.26	11.51	4.82	1	4.31	1
rf0214	5681.6	5681.6	9.29	21.90328	-0.5461199999999999	GBT	0.08	0.0	0.92	1	0	0.0	0.0	0.0	0	10088	11.25	20095	12.54	12.87	12.87	12.7	12.7	0.91	0	0.0	0
rf0215	5325.2	5203.56	10.41	21.928060000000002	-1.13796	GBT	0.77	0.0	5.1	1	0	0.0	0.0	0.0	0	10084	12.1	20089	11.86	12.81	12.92	12.47	12.61	0.0	0	1.19	1
rf0216	5704.1	5659.8	9.61	21.93303	-0.9046799999999999	AO	0.09	0.0	0.88	1	0	0.0	0.0	0.0	0	10087	11.93	20091	11.81	12.94	12.94	12.94	12.94	0.92	0	0.89	0
rf0219	5784.5	5784.5	10.33	22.00899	-0.73828	GBT	0.3	0.0	2.79	1	0	0.0	0.0	0.0	0	10087	11.93	20091	11.81	12.94	12.94	12.94	12.94	0.92	0	0.89	0
rf0220	5773.7	5773.7	9.97	22.15607	-0.06927	GBT	0.15	0.0	1.08	1	0	0.0	0.0	0.0	0	10089	11.55	20092	11.41	12.5	12.5	12.07	12.07	1.35	0	1.44	0
rf0612	7196.2	7196.2	9.85	22.23559	0.63327	ALFALFA	0.46	0.0	3.06	1	0	0.0	0.0	0.0	0	10090	11.51	20093	11.36	9.63	10.3	9.49	10.12	30.17	1	27.51	1
rf0221	5625.0	5625.0	10.99	22.24455	-0.9488200000000001	GBT	0.96	0.1	1.43	0	0	0.0	0.0	0.0	0	10091	12.59	20094	12.51	13.08	13.1	12.98	13.01	0.0	0	0.0	0
rf0222	5564.5	5564.5	11.01	22.24825	-0.56184	GBT	1.04	0.0	5.0	1	0	0.0	0.0	0.0	0	10092	12.64	20095	12.54	12.94	12.94	12.7	12.7	0.0	0	0.0	0
rf0223	4989.6	4989.6	9.49	22.360310000000002	-1.19832	GBT	1.52	0.09	1.68	0	0	0.0	0.0	0.0	0	10093	12.27	20096	12.22	12.6	12.88	12.68	12.96	0.0	0	0.0	0
rf0224	5270.2	5270.2	10.75	22.43355	-1.24095	GBT	0.95	0.0	5.17	1	0	0.0	0.0	0.0	0	10093	12.27	20096	12.22	12.6	12.88	12.68	12.96	0.0	0	0.0	0
rf0226	5537.7	5537.7	9.07	22.52579	0.7452300000000001	AO	0.1	0.01	0.27	0	0	0.0	0.0	0.0	0	10094	11.16	0	0.0	11.12	11.22	0.0	0.0	3.44	1	0.0	0
rf0227	5513.7	5513.7	9.15	22.61701	-0.73018	GBT	0.55	0.06	1.33	0	0	0.0	0.0	0.0	0	10095	11.2	20099	12.68	13.03	13.03	12.57	12.68	0.82	0	0.0	0
rf0230	4915.2	4803.35	9.97	22.845579999999998	-0.67409	GBT	0.29	0.0	1.88	1	0	0.0	0.0	0.0	0	10096	11.57	20097	11.42	12.2	12.23	12.2	12.23	2.15	1	2.21	1
rf0231	5629.0	5629.0	9.79	22.86001	-0.45406	GBT	0.13	0.0	0.97	1	0	0.0	0.0	0.0	0	10097	11.47	20098	11.31	12.64	12.64	12.25	12.25	1.06	0	1.08	0
rf0232	5469.1	5484.06	9.15	22.866670000000003	-0.93415	AO	0.04	0.0	0.35	1	0	0.0	0.0	0.0	0	10098	12.75	0	0.0	12.55	12.62	0.0	0.0	0.0	0	0.0	0
rf0233	5510.9	5484.06	10.95	22.925639999999998	-0.9328299999999999	GBT	1.24	0.0	5.68	1	0	0.0	0.0	0.0	0	10098	12.75	20099	12.68	12.55	12.62	12.57	12.68	0.0	0	0.0	0
rf0234	5472.2	5484.06	9.27	22.9777	-0.81462	GBT	0.27	0.04	0.6	0	1	0.14	0.02	0.14	1	10098	12.75	20099	12.68	12.55	12.62	12.57	12.68	0.0	0	0.0	0
rf0237	4718.8	4718.8	10.05	23.25825	-0.68987	GBT	1.86	0.15	2.57	0	0	0.0	0.0	0.0	0	10099	11.62	20100	11.53	11.94	12.0	11.97	12.06	1.33	0	1.24	0
rf0238	5055.1	5055.1	9.19	23.28053	0.17599	ALFALFA	2.03	0.07	2.9	0	0	0.0	0.0	0.0	0	10100	11.21	20101	11.24	11.68	11.68	11.27	11.27	2.43	1	2.49	1
rf0239	4643.8	4833.69	9.81	23.39268	-1.0894700000000002	S05-AO	2.75	0.41	2.07	0	0	0.0	0.0	0.0	0	10101	12.27	20102	12.29	11.89	12.11	11.89	12.11	0.0	0	0.0	0
rf0241	5846.6	5846.6	8.05	23.43605	0.95319	ALFALFA	1.0	0.12	2.91	0	0	0.0	0.0	0.0	0	0	0.0	20372	11.05	0.0	0.0	11.35	11.35	0.0	0	4.95	1
rf0242	4743.5	4833.69	10.27	23.50838	-1.07492	AO	5.96	0.09	1.3	0	1	5.9	0.09	1.36	2	10101	12.27	20102	12.29	11.89	12.11	11.89	12.11	0.0	0	0.0	0
rf0244	4989.6	4833.69	10.57	23.5332	-1.03206	GBT	1.06	0.0	5.49	1	0	0.0	0.0	0.0	0	10101	12.27	20102	12.29	11.89	12.11	11.89	12.11	0.0	0	0.0	0
rf0245	4873.1	4833.69	9.19	23.65635	-1.05219	AO	0.36	0.03	0.59	0	0	0.0	0.0	0.0	0	10101	12.27	0	0.0	11.89	12.11	0.0	0.0	0.0	0	0.0	0
rf0248	5259.5	5259.5	9.89	23.9027	0.01488	ALFALFA	0.55	0.06	2.41	0	0	0.0	0.0	0.0	0	10102	11.52	20103	11.39	12.34	12.34	11.7	11.7	2.32	0	2.39	0
rf0249	5245.7	5245.7	10.65	24.00079	0.66357	ALFALFA	4.45	0.13	2.91	0	0	0.0	0.0	0.0	0	10103	12.15	20104	12.12	11.93	11.99	11.96	11.99	0.0	0	0.0	0
rf0250	5766.6	5766.6	8.43	24.296470000000003	0.88249	ALFALFA	1.88	0.08	3.0	0	0	0.0	0.0	0.0	0	0	0.0	20105	11.21	0.0	0.0	11.2	11.42	0.0	0	5.71	1
